Disease,Department,Severity,Risk_Level,Advice,Prevention,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12
Arthritis,Orthopedics,Medium,Medium,Exercise regularly and take prescribed pain medication.,Maintain healthy weight and stay physically active.,fatigue,difficulty climbing stairs,joint swelling,joint stiffness,joint pain,,,,,,,
Arthritis,Orthopedics,Medium,Medium,Exercise regularly and take prescribed pain medication.,Maintain healthy weight and stay physically active.,morning stiffness,difficulty climbing stairs,fatigue,joint swelling,joint stiffness,,,,,,,
Arthritis,Orthopedics,Medium,Medium,Exercise regularly and take prescribed pain medication.,Maintain healthy weight and stay physically active.,muscle weakness,pain while walking,back pain,joint pain,joint stiffness,,,,,,,
Arthritis,Orthopedics,Medium,Medium,Exercise regularly and take prescribed pain medication.,Maintain healthy weight and stay physically active.,muscle weakness,back pain,joint swelling,morning stiffness,,,,,,,,
Arthritis,Orthopedics,Medium,Medium,Exercise regularly and take prescribed pain medication.,Maintain healthy weight and stay physically active.,back pain,difficulty climbing stairs,fatigue,morning stiffness,,,,,,,,
Arthritis,Orthopedics,Medium,Medium,Exercise regularly and take prescribed pain medication.,Maintain healthy weight and stay physically active.,warm joints,joint pain,morning stiffness,fatigue,reduced movement,pain while walking,muscle weakness,,,,,
Arthritis,Orthopedics,Medium,Medium,Exercise regularly and take prescribed pain medication.,Maintain healthy weight and stay physically active.,warm joints,pain while walking,back pain,joint stiffness,fatigue,morning stiffness,joint swelling,,,,,
Arthritis,Orthopedics,Medium,Medium,Exercise regularly and take prescribed pain medication.,Maintain healthy weight and stay physically active.,reduced movement,joint stiffness,redness,morning stiffness,fatigue,joint swelling,back pain,,,,,
Arthritis,Orthopedics,Medium,Medium,Exercise regularly and take prescribed pain medication.,Maintain healthy weight and stay physically active.,difficulty climbing stairs,joint pain,pain while walking,morning stiffness,,,,,,,,
Arthritis,Orthopedics,Medium,Medium,Exercise regularly and take prescribed pain medication.,Maintain healthy weight and stay physically active.,morning stiffness,joint pain,fatigue,reduced movement,,,,,,,,
Arthritis,Orthopedics,Medium,Medium,Exercise regularly and take prescribed pain medication.,Maintain healthy weight and stay physically active.,fatigue,warm joints,joint stiffness,joint swelling,difficulty climbing stairs,back pain,,,,,,
Anemia,Hematology,Medium,Medium,Increase iron-rich foods and consult a physician.,Maintain a balanced diet rich in iron.,dizziness,chest pain,cold hands,headache,poor concentration,brittle nails,,,,,,
Anemia,Hematology,Medium,Medium,Increase iron-rich foods and consult a physician.,Maintain a balanced diet rich in iron.,shortness of breath,cold hands,chest pain,rapid heartbeat,cold feet,weakness,pale skin,,,,,
Anemia,Hematology,Medium,Medium,Increase iron-rich foods and consult a physician.,Maintain a balanced diet rich in iron.,dizziness,poor concentration,rapid heartbeat,headache,cold hands,chest pain,weakness,,,,,
Anemia,Hematology,Medium,Medium,Increase iron-rich foods and consult a physician.,Maintain a balanced diet rich in iron.,poor concentration,shortness of breath,cold feet,pale skin,,,,,,,,
Anemia,Hematology,Medium,Medium,Increase iron-rich foods and consult a physician.,Maintain a balanced diet rich in iron.,shortness of breath,chest pain,cold hands,headache,,,,,,,,
Anemia,Hematology,Medium,Medium,Increase iron-rich foods and consult a physician.,Maintain a balanced diet rich in iron.,pale skin,cold hands,fatigue,weakness,,,,,,,,
Anemia,Hematology,Medium,Medium,Increase iron-rich foods and consult a physician.,Maintain a balanced diet rich in iron.,cold feet,rapid heartbeat,cold hands,weakness,chest pain,,,,,,,
Anemia,Hematology,Medium,Medium,Increase iron-rich foods and consult a physician.,Maintain a balanced diet rich in iron.,shortness of breath,headache,weakness,fatigue,cold hands,poor concentration,,,,,,
Anemia,Hematology,Medium,Medium,Increase iron-rich foods and consult a physician.,Maintain a balanced diet rich in iron.,poor concentration,rapid heartbeat,fatigue,pale skin,cold feet,shortness of breath,,,,,,
Anemia,Hematology,Medium,Medium,Increase iron-rich foods and consult a physician.,Maintain a balanced diet rich in iron.,shortness of breath,brittle nails,chest pain,dizziness,,,,,,,,
Anemia,Hematology,Medium,Medium,Increase iron-rich foods and consult a physician.,Maintain a balanced diet rich in iron.,fatigue,rapid heartbeat,chest pain,brittle nails,shortness of breath,,,,,,,
Anemia,Hematology,Medium,Medium,Increase iron-rich foods and consult a physician.,Maintain a balanced diet rich in iron.,brittle nails,fatigue,headache,shortness of breath,poor concentration,,,,,,,
Anemia,Hematology,Medium,Medium,Increase iron-rich foods and consult a physician.,Maintain a balanced diet rich in iron.,weakness,dizziness,cold hands,headache,rapid heartbeat,,,,,,,
Anemia,Hematology,Medium,Medium,Increase iron-rich foods and consult a physician.,Maintain a balanced diet rich in iron.,rapid heartbeat,shortness of breath,chest pain,fatigue,weakness,poor concentration,dizziness,,,,,
Anemia,Hematology,Medium,Medium,Increase iron-rich foods and consult a physician.,Maintain a balanced diet rich in iron.,poor concentration,chest pain,rapid heartbeat,headache,brittle nails,cold hands,,,,,,
Anemia,Hematology,Medium,Medium,Increase iron-rich foods and consult a physician.,Maintain a balanced diet rich in iron.,shortness of breath,rapid heartbeat,poor concentration,cold feet,cold hands,dizziness,,,,,,
Anemia,Hematology,Medium,Medium,Increase iron-rich foods and consult a physician.,Maintain a balanced diet rich in iron.,dizziness,pale skin,cold hands,chest pain,,,,,,,,
Anemia,Hematology,Medium,Medium,Increase iron-rich foods and consult a physician.,Maintain a balanced diet rich in iron.,chest pain,weakness,poor concentration,dizziness,,,,,,,,
Anemia,Hematology,Medium,Medium,Increase iron-rich foods and consult a physician.,Maintain a balanced diet rich in iron.,weakness,chest pain,dizziness,brittle nails,rapid heartbeat,headache,,,,,,
Anemia,Hematology,Medium,Medium,Increase iron-rich foods and consult a physician.,Maintain a balanced diet rich in iron.,cold hands,rapid heartbeat,cold feet,shortness of breath,headache,poor concentration,chest pain,,,,,
Anemia,Hematology,Medium,Medium,Increase iron-rich foods and consult a physician.,Maintain a balanced diet rich in iron.,rapid heartbeat,fatigue,cold feet,weakness,dizziness,brittle nails,shortness of breath,,,,,
Anemia,Hematology,Medium,Medium,Increase iron-rich foods and consult a physician.,Maintain a balanced diet rich in iron.,brittle nails,shortness of breath,headache,cold hands,rapid heartbeat,,,,,,,
Anemia,Hematology,Medium,Medium,Increase iron-rich foods and consult a physician.,Maintain a balanced diet rich in iron.,poor concentration,dizziness,shortness of breath,brittle nails,,,,,,,,
Anemia,Hematology,Medium,Medium,Increase iron-rich foods and consult a physician.,Maintain a balanced diet rich in iron.,cold hands,brittle nails,headache,weakness,,,,,,,,
Anemia,Hematology,Medium,Medium,Increase iron-rich foods and consult a physician.,Maintain a balanced diet rich in iron.,cold feet,headache,brittle nails,shortness of breath,dizziness,,,,,,,
Anemia,Hematology,Medium,Medium,Increase iron-rich foods and consult a physician.,Maintain a balanced diet rich in iron.,poor concentration,brittle nails,shortness of breath,cold feet,rapid heartbeat,,,,,,,
Anemia,Hematology,Medium,Medium,Increase iron-rich foods and consult a physician.,Maintain a balanced diet rich in iron.,poor concentration,shortness of breath,dizziness,brittle nails,chest pain,,,,,,,
Anemia,Hematology,Medium,Medium,Increase iron-rich foods and consult a physician.,Maintain a balanced diet rich in iron.,shortness of breath,rapid heartbeat,headache,pale skin,weakness,,,,,,,
Anemia,Hematology,Medium,Medium,Increase iron-rich foods and consult a physician.,Maintain a balanced diet rich in iron.,weakness,brittle nails,cold feet,fatigue,,,,,,,,
Anemia,Hematology,Medium,Medium,Increase iron-rich foods and consult a physician.,Maintain a balanced diet rich in iron.,cold feet,headache,rapid heartbeat,brittle nails,,,,,,,,
Anemia,Hematology,Medium,Medium,Increase iron-rich foods and consult a physician.,Maintain a balanced diet rich in iron.,rapid heartbeat,dizziness,cold feet,pale skin,brittle nails,shortness of breath,weakness,,,,,
Anemia,Hematology,Medium,Medium,Increase iron-rich foods and consult a physician.,Maintain a balanced diet rich in iron.,fatigue,chest pain,cold hands,cold feet,poor concentration,,,,,,,
Anemia,Hematology,Medium,Medium,Increase iron-rich foods and consult a physician.,Maintain a balanced diet rich in iron.,cold hands,brittle nails,pale skin,cold feet,weakness,headache,,,,,,
Anemia,Hematology,Medium,Medium,Increase iron-rich foods and consult a physician.,Maintain a balanced diet rich in iron.,headache,fatigue,brittle nails,shortness of breath,cold hands,dizziness,rapid heartbeat,,,,,
Anemia,Hematology,Medium,Medium,Increase iron-rich foods and consult a physician.,Maintain a balanced diet rich in iron.,headache,rapid heartbeat,dizziness,pale skin,brittle nails,weakness,,,,,,
Anemia,Hematology,Medium,Medium,Increase iron-rich foods and consult a physician.,Maintain a balanced diet rich in iron.,cold feet,rapid heartbeat,headache,brittle nails,pale skin,shortness of breath,,,,,,
Anemia,Hematology,Medium,Medium,Increase iron-rich foods and consult a physician.,Maintain a balanced diet rich in iron.,shortness of breath,cold hands,headache,rapid heartbeat,brittle nails,pale skin,poor concentration,,,,,
Anemia,Hematology,Medium,Medium,Increase iron-rich foods and consult a physician.,Maintain a balanced diet rich in iron.,rapid heartbeat,pale skin,poor concentration,shortness of breath,weakness,,,,,,,
Anemia,Hematology,Medium,Medium,Increase iron-rich foods and consult a physician.,Maintain a balanced diet rich in iron.,shortness of breath,chest pain,cold hands,rapid heartbeat,poor concentration,weakness,,,,,,
Anemia,Hematology,Medium,Medium,Increase iron-rich foods and consult a physician.,Maintain a balanced diet rich in iron.,cold feet,fatigue,pale skin,cold hands,poor concentration,,,,,,,
